RecallID,RecallNumber,RetailerFirm
986,12113,Bicycle and specialty stores and dealers nationwide from October 2009 to November 2010 for about $120.
1180,12722,"Honda ATV dealers nationwide from September 2011 to January 2012 for between $5,100 and $5,300."
985,12112,Specialty bicycle stores nationwide from November 2007 through December 2011 for between $300 and $500.
1181,12723,Powersports dealers and online nationwide from January 2011 through November 2011 for about $50.
981,12109,To schools and other facilities with playground equipment nationwide between January 2006 and December 2011 for about $2300.
983,12110,"Tea and coffee specialty stores, gift stores, drug stores, kitchen supply stores, hospital gift shops and other retailers nationwide from December 2011 through January 2012 for about $30."
984,12111,"Juvenile product stores, mass merchandisers and other stores nationwide and on various websites from March 2011 through December 2011 for between $14 and $35."
1179,12721,"Authorized distributors and installers nationwide from May 2009 through October 2011 for about $1,200."
1178,12720,Improvements and Skymall catalogs and online at Improvementscatalog.com and Skymall.com from May 2011 to August 2011 for between $150 and $190.
980,12108,Authorized STIHL dealers nationwide from March 2011 through July 2011 for between $530 and $550.
979,12107,"Department, mass merchandise, home improvement and other stores nationwide and on various websites, including www.tassimodirect.com, from August 2011 through February 2012 for between $8 and $11 per package."
978,12106,"Department, mass merchandise and home improvement stores nationwide and on various websites, including www.tassimodirect.com, from June 2008 through February 2012 for between $100 and $250. The Tassimo Professional model was sold directly to hotels and food service providers and they are being contacted directly."
1177,12719,"The products were sold online from January 2007 through December 2010 for about $1,000 to $2,500 on the websites www.spectrumhome3.com, ww.spectrumhome4.com or www.gallery84.com."
977,12105,Fred's Inc. stores nationwide between October 2011 and November 2011 for about $20.
976,12104,"Buy Buy Baby and other baby product stores nationwide, online at Bumbleride.com, and other online retailers between January 2009 and January 2012 for between $500 and $700."
974,12102,Nationwide between 1995 and 2000 as original equipment in manufactured homes and as replacement furnaces in manufactured homes.
975,12103,"Big Lots, Century 21, Conway, Cookies, Cost Mart, DD?s Discount, Edison Childrenswear, Gabriel Bros., Kiddy Time, Kids Place, Kidstown, National Stores, Pamida Stores, Real Value, Regine?s, R.H. Reny, Ross, Shoppers World, Valley Wholesale, Variety Wholesalers and Youngland stores nationwide. Recalled garments sold from November 2010 through August 2011 for about $4 to $9."
1175,12717,"Various value-added resellers, direct retail sales and authorized Konica Minolta dealers from June 2010 through March 2011 for between $900 and $3,500."
973,12101,"Electronics, computer and camera stores nationwide, and online at www.shopping.hp.com and other websites from November 2004 through December 2011 for between $90 and $120. Some of the recalled fax machines were replacement units for a previous recall involving HP fax model 1010 in June 2008."
1176,12718,"LTD Commodities, ABC Distributing and The Lakeside Collection both online and through catalogs between June 2011 and October 2011 for about $170."
972,12100,"West Elm retail stores nationwide, West Elm catalogs and westelm.com from March 2011 through November 2011 for about $250."
968,12098,"Christmas Tree Shops in the Northeast, Mid-Atlantic and Midwest from November 2011 through December 2011 for about $8."
969,12099,"Christmas Tree Shops in the Northeast, Mid-Atlantic and Midwest regions from December 2010 through November 2011 for about $7."
967,12097,The Container Stores nationwide and on the firm?s website www.containerstore.com from October 2011 through December 2011 for about $15.
1174,12716,"Arctic Cat dealerships nationwide from May 2011 through December 2011 for between $10,500 and $14,500."
966,12096,"Authorized Specialized retailers nationwide from June 2011 through November 2011 for between $1,250 to $2,000."
1171,12713,"KYMCO dealers nationwide from June 2008 to October 2011 for between $7,600 and $10,100."
1172,12714,BJ?s Wholesale Clubs from July 2011 through December 2011 for about $15.
1173,12715,"ParCar dealers from July 1, 2008 to July 31, 2011 for between $5,000 and $12,000."
965,12095,Bicycle specialty stores and dealers nationwide from January 2008 through July 2011 for between $60 and $80.
964,12094,ndependent lawn and garden sales and service stores nationwide from January 2010 through September 2011 for about $20.
963,12093,Various Mexican specialty craft stores nationwide from February 2001 through October 2011 for about $4.
962,12092,Various Mexican specialty craft stores nationwide from June 2000 through October 2011 for between $12 and $14 per pack.
959,12089,"Costco Wholesale Clubs, Leon Korol and Cost U Less stores between May 2007 and September 2008 for about $10."
961,12090,Walmart between August 2008 to December 2011 for about $22.
958,12088,"Authorized Giant Bicycle dealers nationwide from August 2011 through November 2011 for between $3,000 and $4,550."
1170,12712,"Authorized Steelcase dealers and retail outlets including Healthy Back Store, CSN, Home Office Solutions, Office & Company and Sam Flax stores nationwide and online at www.store.steelcase.com from March 2011 through June 2011 for between $350 and $700."
1295,13098,"Independent distributors of Hy Cite Enterprises sold this product through door-to-door sales for between $250 to $800 for individual products and from $800 and $3,500 for sets."
956,12086,Big Lots stores nationwide from April 2010 through November 2011 for between $30 and $50.
957,12087,"Best Buy, Meijer and Walmart stores nationwide from July 2011 through December 2011 for between $50 and $70."
955,12085,Specialty bicycle stores nationwide and on various websites from December 2005 through August 2010 for between $400 and $925 for Chariot bicycle trailers and from October 2002 through August 2011 for between $40 and $70 for bicycle trailer conversion kits.
954,12084,Home decorating and gift stores nationwide from January 2010 to November 2011 for about $14.
1169,12711,"The Land of Nod stores in Illinois and Washington, The Land of Nod catalog and website from September 2009 through October 2011 for about $600 for the twin size and $700 for full size."
953,12082,Bicycle and sports stores and other retailers nationwide and online from August 2006 through November 2011 for about $40.
949,12079,IKEA stores nationwide from August 2006 through January 2010 for about $20.
952,12081,1 to Seven stores in Puerto Rico from September 2010 through June 2011 for between $5 and $6.
1168,12710,Food service distributors and other restaurant supply stores nationwide from April 2011 through October 2011 for between $36 to $50 per case. The recalled tea lights were not sold to retail consumers.
951,12080,Target stores nationwide from October 2010 through December 2011 for about $10 per set.
948,12078,"Performance's website, catalogs and Performance retail stores from February 2011 through October 2011 for about $100."
947,12077,"LL Bean, Stoneman, BBQG, Walgreens, REI, Dillards and Dick's Sporting Goods nationwide from November 2008 through December 2010. The O-Grill 1000 sold for $149 and the O-Grill 3000 sold for $189."
946,12076,West Elm retail and online stores nationwide from July 2011 through October 2011 for about $500.
945,12075,"Pottery Barn Kids stores nationwide, online at potterybarnkids.com and through Pottery Barn Kids catalogs from December 2003 until August 2011. When sold separately, the canopy sold for $150 to $300."
944,12074,"Wholesale distributors to in-home installers nationwide from February 2008 through March 2009 for between $1,500 and $2,100."
939,12068,Build-A-Bear Workshops nationwide and online at www.buildabear.com from April 2011 through December 2011 for about $18 in the U.S. and $23 in Canada.
942,12070,"Hanna Andersson retail stores, catalogs nationwide and the Hanna Andersson website from September 2011 through November 2011 for about $50."
940,12069,True Value Hardware stores nationwide during November 2011 for about $40.
943,12071,Specialty children?s stores and websites from January 2009 to November 2009 for about $30.
1167,12709,"Can-Am dealerships nationwide between September 2009 and November 2011 for between $6,800 and $13,500."
936,12064,Target stores nationwide and Target.com from April 2011 through August 2011 for approximately $21.
937,12066,"Toys R Us, Buy Buy Baby and other baby product stores nationwide, online at Bugaboo.com and other online retailers between February 2011 and September 2011 for about $650."
938,12067,"Babies ""R"" Us, Buy Buy Baby, Neiman Marcus, other department stores and independent juvenile stores, Bugaboo.com and other online retailers nationwide from December 2005 to July 2011 for about $45."
935,12063,BatteriesPlus retail stores nationwide and online at www.batteriesplus.com between June 2008 and October 2011 for about $60.
933,12061,Naturalizer stores nationwide from July 2011 through November 2011 for between $25 and $50.
934,12062,Pampered Chef consultants and online at www.pamperedchef.com from July 2010 through September 2010 for about $15.
1166,12708,"Arctic Cat dealerships nationwide from May 2011 through September 2011 for approximately $10,500 to $13,000."
931,12057,"Mass merchandisers and department, grocery and home center stores nationwide from August 2011 through November 2011 for between $19 and $34. Also, some of these toasters were sent to consumers as replacements for model 22600 toasters recalled in June 2011."
930,12056,"E-Z-GO and Bad Boy dealers nationwide from February 2011 through July 2011 for between $6,650 and $10,650."
1165,12707,BJ's Wholesale Clubs from September 2011 through December 2011 for about $8.
929,12055,Small toy stores in Colorado and Texas from December 2009 through December 2010 for about $2.
928,12053,"Bella Bliss catalog and website, and specialty clothing retailers and online stores from January 2008 to June 2011 for about $48 to $58."
1164,12706,"Authorized Club Car dealers nationwide from April 2011 through May 2011 for between $8,000 and $9,200."
927,12052,"Nautilus.com, Amazon.com, Dick's Sporting Goods, AAFES, specialty fitness retailers and specialty sporting goods stores nationwide between July 2008 and May 2011 for about $1,000."
926,12051,"Discount stores in California, Connecticut, Florida, Maryland, New Jersey, New York, Pennsylvania, Texas and Utah from August 2010 through October 2011 for about $1."
924,12049,"B& H Photo, Barnes & Noble, InMotion Entertainment, J&R Music World, Marine Corps Exchange stores, Amazon.com and mophie.com since April 2011 for about $50."
923,12048,"Best Buy stores nationwide, Future Shop and Best Buy stores in Canada, and online from about April 2010 through about September 2011 for between $10 and $60."
922,12046,"Mass merchants, electrical distributors, hardware retailers and online retailers from August 2007 through August 2011 for between $20 and $25."
918,12041,Build-A-Bear Workshop� stores nationwide and online at www.buildabear.com from April 2011 to August 2011 for $12.50.
919,12043,"Appliance and specialty retailers nationwide from February 2004 through July 2009 for between $3,500 and $3,800."
920,12044,Family Dollar stores nationwide from September 2011 through October 2011 for about $5.
921,12045,Various department stores and online retailers from June through October 2011 for about $23.
1163,12705,Columbia online retail for $79. The recalled battery packs were included with the jackets sold by Columbia online retail and outdoor and sporting goods dealers nationwide from July 2011 to September 2011 from $900 to $1200.
917,12040,Michaels Arts & Crafts Stores from January 2008 through October 2011 for about $20.
1162,12704,"Arctic Cat dealerships nationwide since February 2011 for between $6,500 and $6,900."
1161,12703,"The Home Shopping Network (HSN) nationwide, HSN's telephone ordering system and online at www.HSN.com for about one week between April 30, 2011 through May 6, 2011 for about $100."
913,12034,"Commercial customers for use in foodservice establishments nationwide from August 2010 through September 2011. In addition, 48 bowls were sold to consumers at Libbey Outlet stores in Toledo, Ohio and Shreveport, Louisiana from August 2010 through September 2011 for about $6 to $7. Also, 45 bowls were sold to consumers at Home Outfitters in Canada from August 2011 through September 2011 for about $6."
912,12033,Boy Scouts of America retail outlets nationwide and online at www.scoutstuff.org from November 2009 through July 2011 for approximately $32.
914,12035,Sporting goods stores and Under Armour outlet stores nationwide and at www.underarmour.com from January 2008 through September 2011 for about $20.
910,12031,Target stores nationwide and by various online retailers from March 2010 to March 2011 for about $16.
911,12032,Children?s products stores and other baby specialty stores from January 2009 through February 2010 for between $425 and $775.
907,12029,Target stores nationwide from July 2009 through December 2009 for about $50.
909,12030,Sporting goods stores nationwide from July 2011 through September 2011 for about $20.
906,12026,IKEA stores nationwide from October 2010 through September 2011 for about $60.
904,12024,"Specialty bicycle retailers nationwide between May 2011 and September 2011 for between $550 and $1,100."
905,12025,The Home Depot from January 2008 through November 2009 and Sam's Club from January 1993 through January 2002 for between $28 and $42.
903,12022,"Bad Boy Buggy dealers nationwide from August 2009 through June 2011 for between $7,000 and $15,000."
900,12019,Big Lots stores nationwide from January 2005 through December 2009 for about $170.
901,12020,Independent Retailers from December 2010 through September 2011 for between $9.99 and $11.99
902,12021,"General Electric authorized representatives and distributors nationwide from May 2008 through August 2011 for between $3,400 and $4,700, as determined by retailers."
1160,12702,"Bike shops nationwide and the company?s website, from October 2009 through November 2010. Batteries sold for between $900 and $1,000 and the E+ Flex Kits were sold for between $2,325 and $2,675."
899,12017,Target stores nationwide from August 2011 through September 2011 for about $1.
1159,12701,Installed by ADT between October 2008 and December 2010 as part of home security systems.
897,12014,"Specialty toy stores and gift shops nationwide, catalogs and online from September 2009 through November 2010 for about $20."
898,12015,"Hobby stores nationwide gave the battery chargers away free or for a small charge with a purchase, depending on the retailer from January 2011 to March 2011."
896,12013,"Outdoor stores nationwide, Champaign Surplus in Champaign, Ill., Skinny Skis in Jackson, Wy. , Base Camp stores in Montana, and online at www.amazon.com, www.skinnyskis.com, www.thebasecamp.com, and www.MadAthlete.com from January 2011 through July 2011 for about $200."
895,12012,"Discount retailers, dollar stores, flea markets and other retail liquidators nationwide from March 2010 through September 2011 at various prices. Originally the products were sold at Meijer stores between January 2004 and December 2009 for about $40 before being recalled."
891,12006,"REI, Babies R' Us and other children's product and sporting goods stores nationwide and Amazon.com between November 1998 and October 2011 for between $280 and $600."
892,12007,"Gift shops, home and garden stores, and online stores nationwide from November 2010 until August 2011 for between $7.99 and $11.99."
893,12008,"Pool motor distributors, pool dealers and pump manufacturers nationwide from September 2010 through August 2011 for about $1,000."
890,12005,IKEA stores nationwide from August 2011 through September 2011 for about $8.
888,12002,"Sears, K-Mart, Target and other major retailers; Amazon.com, Target.com, Buy.com and various online specialty, home and garden, pet and gift shops and independent retailers from October 2008 through August 2011. Individual units were sold for between $8 and $18. Multi-packs were sold for between for between $18 and $136."
889,12003,JCPenney.com and in the jcpenney catalog from January 2006 through December 2010 for between $300 and $450.
887,12001,"Ballard Design stores in Florida, Georgia and Ohio, through Ballard Designs catalogs, on www.ballarddesigns.com and www.hsn.com from July 2009 through May 2011 for about $80."
776,11341,Authorized RedMax dealers and distributors throughout the U.S. and Canada for about $260.00.
777,11342,Music and toy stores nationwide and on the Internet from September 2006 to October 2010 for about $30.
779,11344,"Online, in specialty and gift shops, furniture stores and home and garden stores nationwide, through home and garden catalogs and home decorators and landscape architects from June 2011 through August 2011 for between $10 and $12."
778,11343,The Land of Nod and other baby specialty stores from September 2004 through December 2008 for between $400 and $800.
771,11336,"Gordmans, Homeclick, SaveMart Supermarkets, Big R Stores, Hy-Vee and various hardware, garden and online stores nationwide from September 2010 until September 2011 for between $5 and $20."
772,11337,Online at Windflame.com as well as other online retailers from January 2010 until August 2011 for between $8.50 and $22.
769,11334,Mass merchandise retailers nationwide from 1990 through 2004 for between $25 and $100.
770,11335,"Mega Wholesale stores throughout Miami, Florida from September 2010 through January 2011 for between about $2 and $3 per set."
775,11340,"Online at specialty and gift shops, furniture stores and home and garden stores and other stores nationwide, through home and garden catalogs and home decorators and landscape architects and online including www.amazon.com October 2010 through August 2011 for between $4 and $12."
773,11338,"Target.com, Meijer.com, JCPenney.com, Sears.com, Amazon.com and Realflame.com from January 2009 through August 2011 for between $10 and $13."
774,11339,Online and selected specialty stores from January 2011 through June 2011 for between $10 and $20.
768,11331,Walmart from February 2011 through July 2011 for about $100.
767,11330,"Authorized Specialized Retailers nationwide from June 2010 through August 2011 for between $700 and $2,000."
765,11329,"Furniture dealers nationwide from October 2010 to June 2011 for between $600 and $1,000."
866,11752,"Nationwide at John Deere dealers in the U.S. from September 2010 to August 2011 for between about $3,000 and $4,000."
764,11328,Target stores nationwide from September 2007 to February 2011 for about $14.
761,11324,"The Home Depot, Walmart, Ace Hardware, Do It Best, Orgill Inc., and other retailers nationwide from January 2007 through June 2008 for between $140 and $150. They were manufactured in China."
762,11325,"John Deere dealers, Lowe?s, and Home Depot stores nationwide from December 2010 through September 2011 for between $1,500 and $2,000."
763,11326,"John Deere dealers, Lowe?s, and Home Depot stores nationwide, except California, from October 2010 through September 2011 for about $1,500."
865,11751,"Authorized Kubota dealers nationwide from April 2010 through April 2011 for between $3,600 and $11,500."
760,11323,Bicycle retail stores nationwide between April 2011 and July 2011 for about $390.
759,11321,"Pottery Barn Kids stores nationwide, online at www.potterybarnkids.com and through Pottery Barn Kids catalogs from July 2006 to April 2011 for about $40."
756,11319,"Authorized KTM and Husaberg dealers nationwide from April 2010 through May 2011 for between $6,200 and $9,500"
758,11320,Target stores nationwide and Target.com from July 2009 through August 2011 for between $10 and $20.
780,11346,Retail stores nationwide and online from December 2010 through September 2011 for about $10.
755,11318,"Various companies as a free promotional product, imprinted with the company's name from December 2010 through March 2011."
754,11316,Baby and gift and specialty stores nationwide and online at ManhattanToy.com from March 2011 through July 2011 for about $12.
751,11313,Toys R Us stores nationwide from January 2011 through May 2011 for about $270.
752,11314,Sports and recreation stores in the U.S. and Canada from February 2011 to June 2011 for about $95.
749,11310,"The Exchange stores, also known as the Army and Air Force Exchange Service or AAFES, and online at Amazon.com, Walmart.com, Powerequipmentdirect.com and SureSource.com, from January 2011 to July 2011 for between $220 and $280."
750,11311,Target stores nationwide and online at Target.com from January 2007 through October 2010 for between $25 and $30.
746,11307,Big 5 Sporting Goods Stores between March 2011 and June 2011 for about $50.
747,11308,"Macy's stores and AAFES, MCX and NEX locations nationwide, and on macys.com between June 2007 and June 2011 for between about $25 and $170."
748,11309,Office Depot retail stores nationwide and online at www.OfficeDepot.com from May 2009 through June 2011 for about $170.
745,11306,"Buy Buy Baby, Target, Toys R Us and their online sites; philandteds.com; Amazon.com; other online retailers; and a variety of independent juvenile specialty stores from May 2006 to May 2011 for between $40 and $50."
744,11305,"Walmart and other retailers, and online at Amazon.com and Target.com from August 2010 through August 2011 for about $20."
743,11304,Sporting goods stores and gun shops nationwide from July 2006 through February 2008 for about $180.
864,11750,EQ3 Stores and furniture stores nationwide from January 2011 through June 2011 for about $500.
742,11302,"Grocery and home center stores nationwide, online retailers, and professional electrical distributors from March 2007 through July 2011, for between $11 and $24."
741,11300,Authorized distributors nationwide from January 2011 through May 2011 for $100 to $200.
738,11298,Build-A-Bear Workshop stores nationwide and online at www.buildabear.com from July 2009 through October 2010 for $3.50 in the US and $4 (CDN) in Canada.
739,11299,Target stores nationwide and online at Target.com from January 2007 through October 2010 for between $25 and $30.
737,11296,"Firearm dealers and law enforcement supply stores, and on the Web, including amazon.com and the firm?s website www.nextorch.com, from July 2007 to July 2011 for about $2 per battery."
736,11294,"Adorama, B&H, Best Buy, Buy.com, J&R, Pogoplug.com, New Egg, and Sony Style from March 2011 through June 2011 for about $200."
735,11293,"Retailers nationwide and online sellers from April 2010 to May 2011 for B. FunKeys, and from January 2006 to December 2009 for Parents Magazine keys for about $9."
734,11290,"Burlington Coat Factory, Kmart, Kohls.com, Target and Toys R Us from February 2009 through June 2011 for about $20."
730,11287,Mass merchandise retail stores nationwide from June 2009 through July 2011 for about $25.
732,11289,"Home improvement stores, HVAC and electrical stores, and contractors from January 2000 to December 2007 for between $80 and $300."
731,11288,"Sold online at philandteds.com, pishposhbaby.com, and albeebaby.com; and at Babies R Us and specialty juvenile retailers in the United States and Canada from August 2010 through June 2011 for between $475 and $500."
727,11284,"Drawer and cabinet latches were sold at Ace Hardware, Bostwic-Braun, Cal-Do-It Centers, Do-It-Best, Friedman Brothers, Menards, Orgill, The Andersons Inc. and True Value stores nationwide between October 2010 and June 2011 for between $2.50 and $2.70. Outlet covers were sold at Ace Hardware, Cimarron Lumber & Supply, Do-It-Best, Friedman Brothers, Handy Hardware, Menards and W.E. Aubuchon stores nationwide between October 2009 and June 2011 for about $3.50."
729,11286,"Sold through various plumbing distributors nationwide from May 2009 through November 2010 for between $1,700 and $3,000."
728,11285,"Ace Hardware & Menards nationwide between May 24, 2010 and June 13, 2011 for about $6."
726,11283,Ross Stores nationwide between March 2011 and May 2011 for about $40.
725,11281,Home Depot stores nationwide from February 2010 through June 2011 for about $70 when sold as an attachment and about $450 when sold with a pressure washer.
724,11280,Independent retail ski shops and ski rental stores nationwide from January 2009 to April 2011 for $99.
722,11279,Target stores nationwide and Target.com from January 2011 to April 2011 for about $13.
721,11277,"Meijer stores in Illinois, Indiana, Kentucky, Michigan and Ohio from October 2009 through April 2011 for about $25. Discount retailers, dollar stores, flea markets and retail liquidators nationwide sold the heaters from November 2010 through April 2011 for various prices. The heaters were sold after the original recall was announced in November 2010."
719,11275,Diving equipment retailers nationwide and in Canada between July 2010 and April 2011 for about $124.
720,11276,Authorized Petzl dealers nationwide and in Canada from January 2002 through May 2011 for $75 to $220.
862,11749,"Chanel Boutiques, Neiman Marcus and Maxfield stores for $430 to $3,650 in March and April 2010"
718,11273,Lowe's stores nationwide from January 2008 through March 2011 for about $300.
717,11272,"Small retail stores nationwide, online at Toys R Us.com, Amazon.com and CSN on walmart.com from January 2007 through December 2009 for between $10 and $50."
716,11271,Walmart and Target stores nationwide from April 2010 through May 2011 for between $24 and $60.
715,11270,"Dollar Tree, Dollar Bill$, Deal$ and Dollar Tree Deal$ stores nationwide from December 2010 through April 2011 for about $1."
713,11267,Small boutiques nationwide and online at the company?s website www.sagecreekorganics.com from August 2010 to February 2011 for approximately $35.
709,11263,Cost Plus World Market stores nationwide from December 2010 through May 2011 for about $7.
711,11265,"Mass merchandisers and department, grocery and home center stores nationwide and various online retailers from February 2008 through June 2011 for between $30 and $40."
712,11266,"A& P Liquor, A&P, Pathmark, Waldbaum?s, The Food Emporium, Super Fresh and Food Basics grocery stores in CT, NY, NJ, PA, DE, MD, MA, VA and the District of Columbia between June 2009 and October 2010 for about $8."
860,11747,Five showroom locations and online at www.theshadestore.com from February 2006 through March 2011 for between $120 and $355 per shade.
710,11264,"Walmart, Jo-Ann Stores and other specialty textile and variety retail shops nationwide from December 2007 through June 2011 for between $20 and $25."
861,11748,GNC retail stores nationwide and at the GNC website from March 2011 through May 2011 for between approximately $9 and $35.
859,11746,"Authorized Club Car dealers nationwide between April 2011 and May 2011 for between $6,000 and $11,000."
708,11262,"Academy Sports (the Yukon); Mills and Menards (the Ventura/II) all from 2005 to 2007; Mills (the Belmont) in 2004; Toys-R-Us (the Bellevue/II); and Walmart (the Tacoma/II, Durango/II, and Sedona). The units sold for $300-$600."
706,11259,Impulse Department of Macy's stores nationwide and on macys.com from March 2011 through May 2011 for about $60.
857,11744,"Honda power equipment dealers nationwide from January 2011 to March 2011 for between $2,250 and $2,890."
703,11256,Juvenile product and mass merchandise stores nationwide and online retailers between September 2010 and June 2011 for about $200.
858,11745,"Online at www.gammasports.com, www.atssports.com and www.holabirdsports.com from December 2010 through March 2011 for about $15."
705,11258,"Drug stores, grocery stores and other retailers nationwide between January 2009 and June 2011 for about $4."
704,11257,Target stores and Target.com nationwide from January 2011 to May 2011 for about $10.
702,11255,"Bed Bath & Beyond, Shopko, Restoration Hardware, specialty and gift shops, furniture stores, and home and garden stores nationwide, as well as through Amazon.com, home and garden catalogs, and home decorators and landscape architects between December 2009 and June 2011 for between $5 and $78."
701,11253,"Christmas Tree Shops stores primarily in the New England, Mid-Atlantic and Midwest regions from December 2009 through May 2011 for between $7 and $8."
700,11252,Lowe's and other hardware and home improvement stores nationwide and on the Web between March 2011 and April 2011 for about $70.
856,11743,Sportime in Georgia from January 2009 through March 2011 for about $60.
698,11249,"T.J. Maxx sold the pink and white design and Marshalls sold the black and white design in the United States from February 2011 through May 2011 for about $13. Winners stores sold both designs in Canada, from March 2011 through April 2011 for about $17."
697,11248,Target stores nationwide from January 2005 through June 2009 for about $13.
695,11246,"Macy's, Bed Bath and Beyond, Belk, Bloomingdales, Crate and Barrel, Dillard's, Kitchen Collection, Cutlery and More, Carlson Marketing, Maritz, Hinda, Calphalon Retail Outlets and stores nationwide; online by Amazon, Cooking.com; and in Chef's Catalog from from 2007 through May 2011 for between $200 and $300."
696,11247,"General Electric authorized representatives and HVAC distributors nationwide from March 2010 through March 2011 for between $1,000 and $1,200."
694,11245,"Online at Bodybuilding.com and Amazon.com, and at Second Wind Fitness, Play It Again Sports, Advantis Nutrition, and other general sporting goods and fitness specialty stores nationwide from August 2006 to April 2011 for about $20."
693,11243,Exclusively at Rite Aid Corporation stores nationwide from January 2011 through May 2011 for about $7.
855,11742,"Husqvarna authorized dealers nationwide from May 2010 through December 2010 for between $2,300 and $2,800."
692,11241,Independent bicycle stores nationwide from December 2009 through February 2011 for about $175.
689,11239,Michaels Stores and other retailers nationwide from September 2009 through June 2011 for about $8.
691,11240,"Heating, plumbing and building supply distributors nationwide from January 1996 through December 2001 for between $350 and $850."
688,11238,"Mail-order catalogs, websites and retail stores nationwide between August 2010 and March 2011 for about $5."
687,11237,"Sewing machine stores nationwide from September 2010 through April 2011 for about $3,000."
854,11741,Beeni Baby?s website www.beeni.net from January 2009 through May 2011 for about $25.
685,11235,Walmart stores nationwide and Amazon.com between August 2009 and March 2011 for between $50 and $60.
686,11236,Retailers nationwide during March 2011 for $180 to $220 for the model helicopters and $10 for the replacement part.
684,11234,"Computer and electronics stores nationwide, hp.com and hpshopping.com from July 2007 through July 2008 for between $500 and $3,000. The battery packs were also sold separately for between $100 and $160."
679,11225,"Juvenile product and mass merchandise stores nationwide and online retailers, including at Amazon.com, Costco.com and Dmartstores.com from May 2009 to May 2011 for between $200 and $800."
682,11230,Independent distributors to professional pool and spa builders and installers.
853,11740,Independent distributors to professional pool and spa builders and installers.
851,11739,Professional pool and spa builders and installers
683,11231,Independent distributors sell the products nationwide directly to professional builders/installers. The products are not sold directly to consumers.
680,11226,Authorized STIHL dealers nationwide from July 2002 through May 2011 for between $190 and $650.
678,11224,"Toys R Us, Walmart and Target stores nationwide and online at Amazon.com. The full-size cribs were sold from January 2006 to December 2009 for about $200. The portable cribs were sold from September 2007 to December 2009 for about $150."
677,11223,"Meijer Stores in Michigan, Ohio, Kentucky, Illinois and Indiana from October 2010 through March 2011 for about $8."
676,11222,Juvenile product and mass merchandise retailers nationwide from 1999 through November 2009 for between $100 and $360.
674,11220,"Meijer stores in Illinois, Indiana, Kentucky, Michigan and Ohio from June 2009 through March 2011 for about $4."
675,11221,"Toy, hobby and other stores, including mall kiosks, nationwide and online at www.UJToys.com from April 2010 through April 2011 for about $36."
672,11219,Discount stores throughout New York and New Jersey from August 2010 through March 2011 for between $1 and $1.50
668,11214,"Walmart, Kmart and Target stores and online at www.walmart.com, www.kmart.com and www.target.com from September 2004 through September 2009 for about $190."
671,11217,"Walmart Stores in the U.S. between September 1, 2010 and September 25, 2010 for about $18."
669,11215,"Lowe?s, Tractor Supply Company stores, and by authorized Cub Cadet dealers nationwide from February 2011 through April 2011 for between $1,500 and $5,700."
670,11216,"Home Depot, Gardner, Inc., Tap Enterprises, Inc., Direct Tools Factory Outlets, Amazon.com, and ToolKing.com from June 2005 through August 2010 for about $30."
665,11210,Pike Place Market in Seattle from November 2009 to August 2010 for between $20 and $25.
850,11738,Sandbox Baby's website - www.gumdroppacifier.com - from February 2011 through March 2011 for about $3.
664,11209,Divers Supply Store locations nationwide and online at www.divers-supply.com in Canada from May 2009 through October 2010 for about $199 to $250
666,11211,Justice stores nationwide and online at www.shopjustice.com from August 2010 through March 2011 for approximately $20.
667,11212,"Authorized Edge and HOG dealers nationwide, and in Canada from May 2009 through October 2010 for $199 to $250."
849,11737,"ducduc New York showroom, online at www.ducducnyc.com, at specialty stores and through interior designers nationwide from January 2009 through February 2011 for between $1,500 and $1,800."
848,11736,Heartland America catalog and website for about $30 from June 2010 through February 2011.
663,11207,Toro Dealers in the United States and Canada from September 2009-March 2011.
659,11202,Pet stores nationwide and on various websites from January 2004 through February 2011 for between $20 and $300.
662,11206,Toys R Us and JCPenney from January 2009 through February 2011 for about $40
661,11205,"Target, JCPenney, Meijer and H.E.B. stores nationwide and on the Web at www.target.com from January 2009 through April 2011 for about $50."
658,11201,Outdoor retail stores nationwide from February 2011 through March 2011 for between $8 and $12.
657,11200,"Fred Meyer, Home Goods, Marshalls, Super Value, Target, TJ Maxx and Wegmans stores nationwide between July 2009 and February 2011 for between $1 and $12."
846,11734,GeoManGear's website from June 2009 through November 2010 for between $40 and $130.
847,11735,"Cabela's, Bass Pro Shops, REI, L.L. Bean and other retailers nationwide from July 2010 through March 2011 for $549."
655,11198,"ADP dealers and distributors nationwide from September 2003 through April 2011 for between $2,700 and $4,200."
654,11197,"Lennox Industries dealers and distributors nationwide from July 2004 through April 2011 for between $2,700 and $4,200."
653,11196,"Gift stores, drug stores, d�cor outlets and variety stores nationwide from June 2009 through March 2011. The wrist rattles sold for about $5 and the booties sold for about $13."
845,11733,"Cub Cadet dealers nationwide from February 2011 through March 2011 for between $3,600 to $7,000."
652,11195,"Burlington Coat Factory, Dillard's, J.C. Penney, Kohl's, Army and Air Force Exchange (AAFES), K & G Fashion Superstore and other retail stores nationwide from January 2011 through March 2011 for about $38."
651,11194,Hair salons and beauty supply stores nationwide from January 1998 through February 2011 for between $4 and $16.
650,11193,"Rogue Fitness's website, www.roguefitness.com from March 2009 through December 2010 for about $40. They were also sold as part of weightlifting racks and stands for between $350 and $3,400."
844,11732,Costco stores nationwide from January 2011 through February 2011 for about $190.
